id,ordemdecompra,categoria,descricao,parcelamento,numcard,datacompra,previsao,qtd,fornecedor,recebido,medida
1440,4210266502,Vidro / Espelho,ESPELHO 4MM LAPIDADO CANTO RETO,0,,2025-02-07,2025-02-22,3,VALTER,2025-02-21,982x358
1441,4220836101,Porta de Aluminio,FRENTE GAVETA PERFIL ALUM FINO PRATA E VIDRO PRETO 446 X 170,0,,2025-02-18,2025-03-05,4,VALTER,2025-03-07,170X446
1442,4220836101,Porta de Aluminio,FRENTE GAVETAO PERFIL ALUM FINO PRATA E VIDRO PRETO 650 X 343,0,,2025-02-18,2025-03-05,2,VALTER,2025-03-07,343X650
1443,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM   / 2224 X 307,0,,2025-01-22,2025-02-06,2,VALTER,2025-01-30,2224 X 307
1444,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM  /  2224 X 312,0,,2025-01-22,2025-02-06,2,VALTER,2025-01-30,2224 X 312
1445,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM  /  2224 X 319,0,,2025-01-22,,1,VALTER,2025-01-30,2224 X 319
1446,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM  /  2224 X 336,0,,2025-01-22,,2,VALTER,2025-01-30,2224 X 336
1447,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM  /  2224 X 466,0,,2025-01-22,,1,VALTER,2025-01-30,2224 X 466
1448,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM  /  2224 X 444,0,,2025-01-22,,1,VALTER,2025-01-30,2224 X 444
1449,4210252508,Vidro / Espelho,VIDRO MINI CANELADO 4MM  /  2224 X 341,0,,2025-01-22,2025-02-06,1,VALTER,2025-01-30,2224 X 341
1450,4210262101,Vidro / Espelho,VIDRO ARAMADO,0,,,,0,CLIENTE,2025-02-21,
1451,4210262111,Porta de Aluminio,PORTA ESPELHO PRATA COM PERFIL ALUM. 1213X301 MM,0,,2025-02-10,2025-02-25,2,VALTER,2025-02-21,1312x301
1452,4210256114,Acessorios Avulsos,KIT ATIRA GAVETA BAIXA - COR ANTRACITO - CÓD 38623,0,,2025-02-10,2025-02-25,2,BIGFER,2025-02-18,
1453,4210261403,Acessorios Avulsos,PUX BOTAO 18MM ANTIQUE ZAMAC - CRIATIVA,0,,2025-02-19,2025-02-20,4,LEO MADEIRAS,2025-02-20,
1454,4220829601,Acessorios Avulsos,PUX FIRENZE PRATA 82MM,0,,,,18,ESTOQUE,2025-02-10,
1455,4220829602,Porta de Aluminio,PORTA ESPELHO PRATA C/ PUX ALUM PRATA 098 904 X 477 MM,0,,2025-02-19,2025-03-06,2,VALTER,2025-03-10,904X477
1456,4210256108,Vidro / Espelho,ESPELHO PRATA 4MM C/ PELÍCULA  DESEMBAÇADORA 963 X 418 X 4MM,0,,,,2,VALTER,2025-04-28,963 X 418 X 4MM
1457,4210256109,Porta de Aluminio,PORTA DE GIRO REFLECTA BRONZE PX ALUM. FINO BRONZE 2078 X 422,0,,2025-03-26,2025-04-10,2,VALTER,2025-04-16,2078 X 422
1458,4210256109,Tapeçaria,CABECEIRA ESTOFADA TECIDO 80317-06,0,,2025-05-08,2025-05-30,1,RD TAPEÇARIA,2025-05-30,
1459,4210256109,Porta de Aluminio,PORTA DE GIRO REFLECTA BRONZE PX ALUM. FINO BRONZE 2374 X 444,0,,2025-03-26,2025-04-10,2,VALTER,2025-04-16,2374 X 444
1460,4210256109,Acessorios Avulsos,FECHADURA BICO DE PAPAGAIO CHAVE 1 LADO  CROMADO,0,,,,2,ESCRITORIO,2025-05-13,
1461,4210256109,Serralheria,ESTRUTURA METALON PAINEL ESTOFADO,0,,2025-02-10,2025-03-12,1,METAL ITALO,2025-05-06,
1462,4210256110,Vidro / Espelho,ESPELHO 4MM COM PELICULA COM DESEMBAÇADOR 1059 X 228 X 4MM,0,,,,2,VALTER,2025-05-23,1059 X 228
1463,4210256111,Vidro / Espelho,ESPELHO 4MM COM PELICULA COM DESEMBAÇADOR  1080 X 618 X 4MM,0,,,,3,VALTER,2025-04-28,1080 X 618 X 4MM
1464,4210256112,Acessorios Avulsos,KIT SEQUENZIATO PARA 3 FOLHAS - ABERTURA ESQ.,0,,,,1,VALTER,2025-03-26,
1465,4210256112,Vidro / Espelho,ESPELHO BRONZE 4MM  250 X 724 X 4MM,0,,,,4,VALTER,2025-04-28,250 X 724 X 4MM
1466,4210256112,Serralheria,TAMPONAMENTO EM METALON COR BRONZE  847 X 30 X 20MM,0,,2025-02-10,2025-03-12,1,METAL ITALO,2025-05-05,847 X 30 X 20MM
1467,4200521511,Acessorios Avulsos,FECHO ROLETE SEM CHAVE,0,,,,2,ESTOQUE,2025-02-06,
1468,4200521511,Acessorios Avulsos,FECHADURA ELETRONICA,0,,,,1,ESCRITÓRIO,2025-03-26,
1469,4200521511,Vidro / Espelho,ESPELHO BRONZE (SERA PRODUZIDO APÓS INSTALAR PAINEIS,0,,,,0,VALTER,2025-04-08,
1470,4210262109,Porta de Aluminio,PORTA ESPELHO PRATA PERFIL ALUM 1143 X 566MM,0,,2025-02-10,2025-02-25,1,VALTER,2025-02-21,1143x566
1471,4200566602,Porta de Aluminio,PORTA DE VIDRO PERFIL DE ALUM PRATA REFLECTA PRATA  346 X 1837 MM,0,,2025-02-10,2025-02-25,1,VALTER,2025-02-21,1837x346
1472,4210268501,Serralheria,ESTRUTURA METALON 30X30 - SEM COR,0,,,,1,METAL ITALO,2025-03-27,2076X960
1473,4210268501,Acessorios Avulsos,"REDE DE PROTEÇÃO SEM NÓ - RAS 2,5M X 2,4M C/ 5 MMM",1,950.0,2025-03-11,2025-03-18,1,MERCADO LIVRE,2025-03-17,
1474,4200568701,Porta de Aluminio,PORTA PX PERFIL FINO ABA RETO PRETO REFLECTA PRATA 1438 X 267,0,,2025-02-19,2025-03-06,2,VALTER,2025-03-10,1438X267
1475,4200568701,Serralheria,SUPORTE PRATELEIRA EM METALON,0,,,,2,METAL ITALO,2025-03-19,
1476,4210256108,Vidro / Espelho,ESPELHO PRATA 4MM C/ PELÍCULA  DESEMBAÇADORA 963 X 588 X 4MM,0,,,,1,VALTER,2025-04-28,963 X 588 X 4MM
1477,4210256108,Acessorios Avulsos,PUXADOR RM 195 PRATA ROMETAL 380MM,0,,2025-03-19,2025-03-20,0,VALTER,2025-03-26,1100MM
1478,4200568702,Porta de Aluminio,PORTA DESLIZ PERF FINO INOX E ESP PRATA E PUX 098 INOX 870 X 740,0,,2025-02-22,2025-03-09,1,VALTER,2025-03-10,870X740
1479,4200568705,Serralheria,PORTA DESLIZ ESPELHO PRATA E ESTRUTURA METALON 700 X 730,0,,,,1,METAL ITALO,2025-03-19,
1480,4200568707,Porta de Aluminio,PORTA DESL PX 098 E PERFIL FINO INOX ESPELHO FUME 2305 X 750,0,,2025-02-20,2025-03-07,1,VALTER,2025-03-10,2305X750
1481,4200568707,Vidro / Espelho,TAMPO VIDRO  LAP. CANTO RETO 1LADO ARREDONDADO 880 X 380 X 4MM,0,,,,1,VALTER,2025-04-15,
1482,4200568707,Vidro / Espelho,ESPELHO 4MM JATEADO P/ LED 1269 X 878 X 4MM,0,,2025-02-21,2025-03-08,1,VALTER,2025-03-10,1269X878
1483,4210258303,Porta de Aluminio,PORTA VIDRO PRATA PERF ALUMPRETO FINO E PUX 098,0,,2025-02-06,2025-02-21,1,VALTER,2025-02-21,846x170
1484,4200521501,Porta de Aluminio,PORTA PERFI OCULTO PUX ABA100 CHAMPAGNE CLARO E VIDRO REFLECTA BRONZE - LIVING,0,,2025-02-06,2025-02-21,2,VALTER,2025-05-08,665x366
1485,4200521501,Porta de Aluminio,PORTA GIRO  PUX FINO E PERFIL CHAMPAGNE REFLECTA BRONZE,0,,2025-02-06,2025-02-21,2,VALTER,2025-05-08,2306X441
1486,4210268802,Serralheria,METALON PRETO COM LED R15 1270 X 280 X 190MM,0,,,,2,METAL ITALO,2025-03-05,1270 X 280 X 190MM
1487,4210268802,Serralheria,METALON PRETO COMLED R15 1990 X 280 X 190MM,0,,,,1,METAL ITALO,2025-03-05,1990 X 280 X 190MM
1488,4210265904,Porta de Aluminio,PORTA ALUM PERFIL FINO - ESPELHO PRATA - PASSANTE,0,,2025-02-19,2025-03-06,1,VALTER,2025-03-10,1013X453
1489,4200568701,Acessorios Avulsos,CORREDIÇA FECHO TOQUE  550MM,0,,,,5,ESTOQUE,2025-02-25,
1490,4200568701,Acessorios Avulsos,CORREDIÇA FECHO TOQUE  500MM,0,,,,2,ESTOQUE,2025-02-25,
1491,4200568701,Acessorios Avulsos,CORREDIÇA FECHO TOQUE  350MM,0,,,,2,ESTOQUE,2025-02-25,
1492,4200568708,Acessorios Avulsos,INTERRUPTOR BOLINHA PRETO,0,,,,1,ESCRITORIO,2025-02-25,
1493,4200568708,Acessorios Avulsos,CORREDIÇAS INVISIVEL 500MM,0,,,,8,ESTOQUE,2025-02-25,
1494,4200568708,Acessorios Avulsos,PULSADOR HETTICH EMBUTIDO,0,,,,5,ESCRITORIO,2025-02-25,
1495,4200568707,Porta de Aluminio,PORTA DESL PX 098 E PERFIL FINO INOX ESPELHO FUME 2305 X 805,0,,2025-02-20,2025-03-07,1,VALTER,2025-03-10,2305X805
1496,4200568707,Acessorios Avulsos,INTERRUPTOR BOLINHA PRETO,0,,,,1,ESCRITORIO,2025-02-25,
1497,4200568707,Acessorios Avulsos,CORREDIÇA INVISIVEL 500MM,0,,,,16,ESTOQUE,2025-02-25,
1498,4200568707,Acessorios Avulsos,CORREDIÇA INVISIVEL 350MM,0,,,,1,ESTOQUE,2025-02-25,
1499,4200568702,Acessorios Avulsos,SISTEMA DE CORRER SLIDELINE HETTICH,0,,2025-02-27,2025-03-10,1,HETTICH/BIGFER,2025-04-17,
1500,4200568705,Acessorios Avulsos,SISTEMA DE CORRER SLIDELINE HETTICH,0,,2025-02-27,2025-03-10,0,HETTICH/BIGFER,2025-04-17,
1501,4200568706,Acessorios Avulsos,TAMPO VIDRO  LAP. CANTO RETO 1LADO ARREDONDADO 880 X 380 X 4MM,0,,,,1,VALTER,2025-05-06,
1502,4200565503,Porta de Aluminio,PORTA PERFIL ALUM FINO PRATA E ESPELHO 1043 X 394 MM,0,,2025-03-06,2025-03-21,2,VALTER,2025-03-21,
1503,4200565503,Porta de Aluminio,PORTA PERFIL ALUM FINO PRATA E ESPELHO 1043 X 315 MM,0,,2025-03-06,2025-03-21,1,VALTER,2025-03-21,
1504,4200565502,Porta de Aluminio,PORTA PERFIL ALUM FINO PRATA E ESPELHO 1060 X 355 MM,0,,2025-03-06,2025-03-21,2,VALTER,2025-03-21,
1505,4200565505,Porta de Aluminio,PORTA PERFIL ALUM FINO COM PUX ABA 100MM PRATA E VIDRO REFLECTA PRATA,0,,2025-03-06,2025-03-21,2,VALTER,2025-03-21,796 X 387
1506,4210269401,Acessorios Avulsos,PUXDOR BOTÃO IL8089 - 25MM - COBRE ENVELHECIDO,12,7179.0,2025-03-03,2025-03-14,4,ESCRITORIO,2025-03-26,
1507,4210269402,Acessorios Avulsos,PUXADOR BOTAO ZM5000 28MM DOURADO FOSCO - CRIATIVA,0,,2025-03-26,,4,ESCRITORIO,2025-03-27,
1508,4200567903,Porta de Aluminio,PORTA ESPELHO PRATA PERFIL ALUM FINO E PUX 098 PRATA,0,,2025-03-14,2025-03-29,2,VALTER,2025-04-04,2624x465
1509,4200567904,Porta de Aluminio,"PORTA  GIRO ESPELHO, PERFIL FINO ALUM PRATA  1063 X 424",0,,2025-03-14,2025-03-29,2,VALTER,2025-04-04,1063 X 424
1510,4200560302,Vidro / Espelho,PRATELEIRA DE VIDRO INCOLOR 8M 785 X 330 MM,0,,,,1,VALTER,2025-04-07,
1511,4200568704,Trilho,TRILHOS 2520MM (RM 23 SUPERIOR),0,,,,2,VALTER,2025-02-28,
1512,4200568704,Trilho,TRILHOS 800MM ( RM 200 PARA EMBUTIR NA PORTA),0,,,,2,VALTER,2025-02-28,
1513,4200568704,Acessorios Avulsos,KIT SEQUENZIATO ESQUERDO 2 PORTAS,0,,2025-02-25,2025-02-28,1,VALTER,2025-02-27,
1514,4200568704,Acessorios Avulsos,KIT FE 9008 COMPLETO RO 82 E  AMORTECEDOR,0,,2025-02-25,2025-02-28,2,VALTER,2025-02-27,
1515,4200568704,Acessorios Avulsos,2 PULSADOR HETTICH PARA EMBUTIR FRONTAO,0,,,,2,ESCRITORIO,2025-02-25,
1516,4200568704,Vidro / Espelho,VIDRO INCOLOR 2350 X 790 X 6MM PARA PAINEL MUXARABI,0,,2025-03-06,2025-03-21,1,VALTER,2025-03-21,
1517,4200568704,Acessorios Avulsos,CORREDIÇA INVISIVEL FECHO TOQUE 300MM,0,,,,4,ESTOQUE,2025-02-25,
1518,4200560303,Serralheria,QUADRO METALON 20X20 PRETO FOSCO,0,,,,2,METAL ITALO,2025-05-05,
1519,4220760001,Porta de Aluminio,PORTA ESPELHO PERFIL FINO ALUM E PUX ABA 100 PRATA,0,,2025-03-14,2025-03-29,1,VALTER,2025-04-07,2454x548
1520,4220760002,Porta de Aluminio,PORTA VIDRO INCOLOR PERFIL ALT3025 E PUX ABA100 PRETO,0,,2025-03-14,2025-03-29,1,VALTER,2025-04-07,2451x361
1521,4220760002,Vidro / Espelho,PRATELEIRA VIDRO INCOLOR 8MM,0,,,,5,VALTER,2025-04-07,
1522,4220760002,Serralheria,SUPORTE GARRAFA METALON REDONDO PRETO - TUBOS DE 10MM,0,,,,24,METAL ITALO,2025-05-16,
1523,4220760002,Vidro / Espelho,ESPELHO PRATA PARA FUNDO CRISTALEIRA,0,,,,1,VALTER,2025-04-07,
1524,4220841901,Acessorios Avulsos,DOBRADIÇA PARA M0ESA RABATIVEL - DOURADA,0,,2025-02-26,2025-03-10,9,ESCRITORIO,2025-04-29,
1525,4220841901,Acessorios Avulsos,RODIZIO DE EMBUTIR TURN TABLE,0,,2025-03-26,2025-04-01,2,MERCADO LIVRE,2025-04-02,
1526,4200565505,Porta de Aluminio,PORTA PERFIL ALUM FINO COM PUX ABA 100MM PRATA E VIDRO REFLECTA PRATA,0,,2025-03-06,2025-03-21,1,VALTER,2025-03-21,796 X 376
1527,4210267801,Acessorios Avulsos,PUXADOR ROMA 8015 Alternativa - bronze 82MM,0,,,,14,ESTOQUE,2025-03-14,82MM
1528,4210267803,Acessorios Avulsos,PUXADOR ROMA 8015 Alternativa - bronze 82MM,0,,,,2,ESTOQUE,2025-03-14,82MM
1529,4210267803,Porta de Aluminio,PORTA PX 8015 ALT. ROMA 82MM E PERFIL FINO BRONZE 975 X 312 / ESPELHO,0,,2025-03-14,2025-03-29,2,VALTER,2025-04-07,975 X 312
1530,4210267601,Vidro / Espelho,FRENTE DE GAVETA VIDRO INCOLOR 321 X 6 X 141 MM,0,,,,3,VALTER,2025-04-07,
1531,4210266901,Porta de Aluminio, GAVETA  ESPELHO PX ABA 100MM E PERFIL FINO PRATA  194 X 695,0,,2025-02-28,2025-03-15,1,VALTER,2025-03-21,
1532,4210266901,Acessorios Avulsos,FECHO ROLETE COM CHAVE INTERNO LAVABO,0,,,,1,ESCRITORIO,2025-03-03,
1533,4210266901,Acessorios Avulsos,FECHO ROLETE ESCRITORIO,0,,,,1,ESTOQUE,2025-03-03,
1534,4210266901,Acessorios Avulsos,DOBRADIÇA  INVISIVEL 3D 150MM COM REGULAGEM,0,,,,4,ESCRITORIO,2025-03-03,
1535,4210266901,Acessorios Avulsos,KIT PIVOTANTE,0,,,,1,ESTOQUE,2025-03-03,
1536,4200561802,Porta de Aluminio,PORTA PERFIL ALUM BRONZE COM PUX 098 BRONZE E VIDRO REFLECT BRONZE,0,,2025-03-14,2025-03-29,2,VALTER,2025-04-07,2234x328
1537,4200565801,Acessorios Avulsos,PUXADOR PONTO DOURADO ESCOVADO - 25MM,12,7179.0,2025-03-03,2025-03-14,14,ESCRITORIO,2025-03-26,
1538,4200565801,Acessorios Avulsos,PUXADOR CONCHA COLONIAL DOURADO ESCOVADO - 96MM,12,7179.0,2025-03-03,2025-03-14,12,ESCRITORIO,2025-03-26,
1539,4200565801,Acessorios Avulsos,LIXEIRA SIMPLES SCHMITT - MOD: 2066,0,,,,1,ESTOQUE,2025-02-28,
1540,4200565802,Acessorios Avulsos,PUXADOR HASTE DOURADO ESCOVADO 224MM,12,7179.0,2025-03-03,2025-03-14,3,ESCRITORIO,2025-03-26,
1541,4200565803,Acessorios Avulsos,PUXADOR PONTO PRETO FOSCO - 30MM,12,7179.0,2025-03-03,2025-03-14,2,ESCRITORIO,2025-03-06,
1542,4200565803,Porta de Aluminio,"PORTA DESLIZANTE ESPELHO PRATA, PERFIL 098 FINO PRETO",0,,2025-03-18,2025-04-02,1,VALTER,2025-04-07,800x655
1543,4200565804,Acessorios Avulsos,PUXADOR CONCHA COLONIAL DOURADO ESCOVADO - 96MM,12,7179.0,2025-03-03,2025-03-14,4,META PUXADORES,2025-03-17,
1544,4200565804,Vidro / Espelho,PORTA DESLIZANTE COM ESPELHO ORGANICO MOLDURA EM MDF,0,,,,1,VALTER,2025-05-22,
1545,4210256114,Acessorios Avulsos,PUXADOR RM 195 BAG CÓD 6097 PRETO 7580MM,0,,2025-03-19,2025-03-20,0,VALTER,2025-03-21,7580MM
1546,4210256114,Acessorios Avulsos,PUXADOR RM 194 BAG CÓD 6093 PRETO 1000MM,0,,,,0,,2025-03-14,1000MM
1547,4210256114,Porta de Aluminio,PORTA DE VIDRO REFLECTA PRATA PERFIL ALUM FINO PRETO 345 X 621,0,,2025-03-05,2025-03-20,1,VALTER,2025-03-21,345 X 621MM
1548,4210258301,Acessorios Avulsos,PUXADOR FIRENZE 82MM PRATA - ALTERNATIVA,0,,,,2,ESTOQUE,2025-03-05,
1549,4210258301,Serralheria,ESTRUTURA METALON - BASE MESA,0,,2025-03-05,2025-04-04,1,METAL ITALO,2025-04-09,
1550,4220847901,Porta de Aluminio,PORTA PERFIL FINO PRATA COM ESPELHO,0,,2025-03-14,2025-03-29,3,VALTER,2025-04-04,969x422
1551,4220847901,Acessorios Avulsos,PUXADOR FIRENZE PRATA 82MM - ALTERNATIVA,0,,,,2,ESTOQUE,2025-03-05,
1552,4210256108,Acessorios Avulsos,PUXADOR RM 194 PRATA ROMETAL 380MM,0,,2025-03-19,2025-03-20,0,VALTER,2025-03-26,380MM
1553,4200569101,Porta de Aluminio,PORTA DELIZ. VIDRO INCOLOR PERFIL ALUM 098 PRATA,0,,2025-03-14,2025-03-29,2,VALTER,2025-05-08,954x738
1554,4220838502,Acessorios Avulsos,TABUA DE PASSAR EMBUTIR - SCHMITT - MOD: 2307,0,,,,1,ESTOQUE,2025-03-05,
1555,4220838505,Porta de Aluminio,PORTA CORRER ESPELHO PRATA PERFIL FINO E PUX 098 PRATA 954 X 597 MM,0,,2025-03-14,2025-03-29,2,VALTER,2025-04-07,954x598
1556,4210269502,Porta de Aluminio,PORTA ESPELHO PRATA PERFIL FINO ALUM PRATA 2584 X 339 MM  PERFIL FINO,0,,2025-03-18,2025-04-02,1,VALTER,2025-04-07,2584x339
1557,4210269504,Porta de Aluminio,PORTA VIDRO INCOLOR PERFIL ALUM FINO 744 X 446 MM,0,,2025-03-18,2025-04-02,1,VALTER,2025-04-07,744x446
1558,4210267501,Porta de Aluminio,PORTA REFLECTA BRONZE PERFIL ALUM. FINO E PUX ABA 100MM BRONZE 2424 X 396,0,,2025-04-02,2025-04-17,2,VALTER,2025-04-15,2424 X 396
1559,4210267502,Acessorios Avulsos,PUXADOR CONCHA COLONIAL ESCOVADO,0,,,,3,ESCRITORIO,2025-03-11,96mm
1560,4210267502,Acessorios Avulsos,TORNEIRA MESA 1/4V BICA MEDIA BRANCO 1195 C31 DN15-20,0,,2025-03-05,2025-03-07,1,ESCRITORIO,2025-03-07,
1561,4210267502,Acessorios Avulsos,CORDA SISAL 8MM - metro,0,,2025-03-26,2025-03-28,12,MERCADI LIVRE,2025-04-09,
1562,4210267502,Acessorios Avulsos,GANCHO PARA FIXAÇÃO DA CORDA 8MM,0,,2025-03-05,2025-03-06,212,ESCRITORIO,2025-03-07,
1563,4210267503,Porta de Aluminio,PORTA ESPELHO PRATA PERFIL FINO ALUM. PRATA E PUX ABA100  714 X 412,0,,2025-04-03,2025-04-18,3,VALTER,2025-04-16,714 X 412
1564,4210267503,Porta de Aluminio,FRENTE GAVETA ESPELHO PRATA PERFIL FINO ALUM. PRATA E PUX ABA100  124 X 886,0,,,,1,VALTER,2025-04-16,124 X 886
1565,4210267503,Porta de Aluminio,FRENTE GAVETA ESPELHO PRATA PERFIL FINO ALUM. PRATA E PUX ABA100 164 X 411 / 164 X 396,0,,,,2,VALTER,2025-04-16,164 X 411 / 164 X 396
1566,4210267503,Vidro / Espelho,VIDRO INCOLOR 8MM   718 X 368 X 8mm,0,,2025-04-04,2025-04-19,1,VALTER,2025-04-16,718 X 368 X 8mm
1567,4200560702,Porta de Aluminio,PORTA DELIZANTE EM VIDRO PUX E PERFIL 098 PRATA 974 X 737 MM,0,,,,2,VALTER,2025-04-28,
1568,4200560705,Porta de Aluminio,PORTA DESLIZANTE EM VIDRO PERFIL ALUM 098 PRATA 874 X 742 MM,0,,,,2,VALTER,2025-04-28,
1569,4200567904,Acessorios Avulsos,PUXADOR 098 PRATA P/ MDF 18MM   2087MM,0,,,,2,ESTOQUE,2025-03-26,2087MM
1570,4210256111,Acessorios Avulsos,PUXADOR RM 194 PRATA ROMETAL 300MM,0,,2025-03-19,2025-03-20,0,VALTER,2025-03-26,1000MM
1571,4210256111,Acessorios Avulsos,PUXADOR RM 195 PRATA ROMETAL 1650MM,0,,2025-03-19,2025-03-20,0,VALTER,2025-03-26,300MM
1572,4200560705,Porta de Aluminio,PORTA DE GIRO EM VIDRO PERFIL ALUM GOLA PRATA 624 X 367 MM,0,,,,2,VALTER,2025-04-28,
1573,4210256110,Vidro / Espelho,ESPELHO 4MM COM PELICULA COM DESEMBAÇADOR 1059 X 593 X 4MM,0,,,,1,VALTER,2025-04-15,1059 X 593 X 4MM
1574,4210256110,Acessorios Avulsos,MINI PISTAO  80N,0,,,,2,,2025-03-26,
1575,4210256110,Acessorios Avulsos,PUXADOR FACETATO PRETO 2120MM E 4 PONTEIRAS PRETA,0,,2025-03-19,2025-03-20,0,VALTER,2025-03-26,2120MM
1576,4200560703,Vidro / Espelho,VIDRO INCOLOR 8MM   836 X 527 MM,0,,,,1,VALTER,2025-04-16,
1577,4200560702,Porta de Aluminio,PORTA DE GIRO EM VIDRO PEFIL FINO PX GOLA PRATA 629 X 367 MM,0,,,,2,VALTAER,2025-04-28,
1578,4220853501,Vidro / Espelho,ESPELHO 4MM,0,,,,1,VALTER,2025-04-15,
1579,4220853501,Acessorios Avulsos,PUXADOR ROMA 146MM PRATA,0,,,,2,ESTOQUE,2025-03-19,
1580,4210269301,Acessorios Avulsos,PUXADOR CIELO SOBREPOR 150MM ROMETAL - RM-378 - PRATA,0,,2025-03-26,2025-03-28,2,VALTER,2025-03-28,
1581,4210269302,Acessorios Avulsos,PUXADOR CIELO SOBREPOR 150MM ROMETAL - RM-378 - PRATA,0,,2025-03-26,2025-03-28,2,VALTER,2025-04-07,
1582,4210269302,Porta de Aluminio,PORTA CORRER PERFIL ALUM FINO E ESPELHO PRATA,0,,2025-03-22,2025-04-06,1,VALTER,2025-04-28,961x586
1583,4210269303,Acessorios Avulsos,PUXADOR CIELO SOBREPOR 150MM ROMETAL - RM-378 - PRATA,0,,2025-03-26,2025-03-28,6,VALTER,2025-03-28,
1584,4210269304,Acessorios Avulsos,PUXADOR CIELO SOBREPOR 150MM ROMETAL - RM-378 - PRATA,0,,2025-03-26,2025-03-28,7,VALTER,2025-03-28,
1585,4200568501,Acessorios Avulsos,PUXADOR PONTO SINAI COBRE ENVELHECIDO,0,,2025-05-06,,9,,2025-05-09,452
1586,4200568501,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,0,,,,5,ESCRITORIO,2025-03-28,
1587,4200568501,Acessorios Avulsos,ESCORREDOR DE LOUÇAS - 670MM LARG,0,,,,1,ESCRITORIO,2025-05-08,
1588,4200568503,Acessorios Avulsos,PUXADOR PONTO SINAI COBRE ENVELHECIDO,0,,,,2,ESCRITORIO,2025-05-15,
1589,4200568503,Porta de Aluminio,PORTA DESLIZANTE PERFIL FINO ALUM. E PUX 098 PRATA E ESPELHO PRATA 954 X 792 MMM,0,,,,2,VALTER,2025-04-28,
1590,4200568201,Porta de Aluminio,PORTA DE GIRO PERFIL ALUM. FINO E ESPELHO PRATA - PASSANTE 1073 X 274 MM,0,,,,4,VALTER,2025-04-28,
1591,4210243501,Acessorios Avulsos,PUXADOR ROMA 82MM PRATA,0,,,,16,ESTOQUE,2025-03-19,
1592,4210243501,Vidro / Espelho,PRATELEIRA VIDRO 8MM,0,,2025-07-14,2025-07-29,1,VALTER,,658X180
1593,4210243501,Vidro / Espelho,LATERAL CRISTALEIRA VIDRO 8MM,0,,,,1,VALTER,2025-04-28,
1594,4210243501,Vidro / Espelho,PORTAS VIDRO 8MM,0,,,,2,VALTER,2025-04-28,
1595,4210243501,Acessorios Avulsos,PUXADOR PONTO SINNAI 25MM - CROMADO',0,,,,2,ESCRITORIO,2025-03-28,
1596,4210243501,Acessorios Avulsos,DOBRADIÇA PARA PORTAS DE VIDRO,0,,,,4,ESTOQUE,2025-05-07,
1597,4210243502,Acessorios Avulsos,PUXADOR FIRENZE 82MM - PRATA,0,,,,12,ESTOQUE,2025-03-19,
1598,4210256101,Acessorios Avulsos,PX RM 195 ROMETAL  9000MM,0,,,,0,VALTER,2025-03-26,
1599,4210256101,Acessorios Avulsos,PX RM 194 ROMETAL  3500MM,0,,,,0,VALTER,2025-03-26,
1600,4210256101,Porta de Aluminio,PORTA PX PERFIL FINO ALUMINIO REFLC PRATA 745 X 385,0,,2025-03-20,2025-04-04,4,VALTER,2025-04-04,745 X 385
1601,4210256106,Acessorios Avulsos, RO 30,0,,,,1,,2025-03-26,
1602,4210256106,Trilho,RM 009/10 TRILHO PARA O RO 30.    3200MM,0,,,,0,,2025-03-26,3200MM
1603,4210256106,Acessorios Avulsos,MINI PISTAO 60N,0,,,,2,,2025-03-26,
1604,4210256106,Acessorios Avulsos,PUXADOR FACETATO PRETO 1500MM,0,,,,0,VALTER,2025-05-08,1500MM
1605,4210256112,Serralheria,TAMPONAMENTO EM METALON COR BRONZE  847 X 50 X 20MM,0,,2025-02-10,2025-03-12,1,METAL ITALO,2025-05-05,847 X 50 X 20MM
1606,4210256112,Vidro / Espelho,ESPELHO BRONZE 4MM  250 X 765 X 4MM,0,,,,2,VALTER,2025-04-28, 250 X 765 X 4MM
1607,4210256112,Vidro / Espelho,ESPELHO BRONZE 4MM  792 X 765 X 4MM,0,,,,1,VALTER,2025-04-28,792 X 765 X 4MM
1608,4210256112,Vidro / Espelho,ESPELHO BRONZE 4MM  792 X 724 X 4MM,0,,,,2,VALTER,2025-05-08,792 X 724 X 4MM
1609,4210256112,Vidro / Espelho,ESPELHO BRONZE 4MM  250 X 812 X 4MM,0,,,,2,VALTER,2025-04-28,250 X 812 X 4MM
1610,4210256112,Vidro / Espelho,ESPELHO BRONZE 4MM  785 X 806 X 4MM,0,,,,1,VALTER,2025-04-28,785 X 806 X 4MM
1611,4210256112,Acessorios Avulsos,TRILHO RM 003 / 6459MM,0,,,,3,ESTOQUE,2025-04-14,2153MM
1612,4210256112,Acessorios Avulsos,TRILHO RM 200 / 2153MM,0,,,,1,ESTOQUE,2025-04-14,2153MM
1613,4210256112,Acessorios Avulsos,FECHO ROLETE 1 LADO,0,,,,1,ESCRITORIO,2025-03-26,
